id,name,plugin1,plugin2,plugin3,plugin4,plugin5,plugin6
6847,DS1,27.0,76.0,30.0,53.0,60.0,107.0
6847,RAT,27.0,77.0,30.0,56.0,107.0,107.0
6847,FatFace,27.0,78.0,30.0,62.0,107.0,107.0
6847,MuffDrv,27.0,79.0,30.0,61.0,107.0,107.0
6847,M*World,27.0,80.0,30.0,54.0,107.0,107.0
6847,Z*CLEAN,23.0,27.0,86.0,30.0,41.0,56.0
6847,Z*WILD,27.0,82.0,30.0,107.0,107.0,107.0
6847,Z*MP1,27.0,87.0,30.0,107.0,107.0,107.0
6847,Z*BOTTOM,27.0,88.0,30.0,107.0,107.0,107.0
6847,Z*DREAM,27.0,89.0,30.0,63.0,107.0,107.0
6847,Z*SCREAM,27.0,90.0,30.0,61.0,107.0,107.0
6847,Z*NEOS,27.0,91.0,30.0,61.0,107.0,107.0
6847,LEAD,27.0,83.0,30.0,54.0,60.0,107.0
6847,EXT*DS,28.0,84.0,30.0,107.0,107.0,107.0
6847,ACOSIM,27.0,85.0,30.0,61.0,107.0,107.0
6847,Auto*Wah,33.0,27.0,30.0,107.0,107.0,107.0
6847,Cry,27.0,93.0,36.0,107.0,107.0,107.0
6847,H.P.S,27.0,72.0,52.0,107.0,107.0,107.0
6847,PDLPitch,27.0,82.0,69.0,53.0,107.0,107.0
6847,TapeEcho,27.0,98.0,54.0,107.0,107.0,107.0
6847,PP*Delay,27.0,30.0,53.0,107.0,107.0,107.0
6847,Spring,27.0,92.0,63.0,107.0,107.0,107.0
6847,EarlyRef,27.0,98.0,65.0,107.0,107.0,107.0
6879,berlin****,27.0,24.0,63.0,66.0,111.0,107.0
6903,WAH*BGN***,68.0,110.0,27.0,44.0,7.0,105.0
6903,TREM*FD***,71.0,38.0,92.0,54.0,107.0,107.0
6903,DZ*Bend***,28.0,70.0,101.0,65.0,107.0,107.0
6903,MoveJet***,27.0,46.0,97.0,60.0,107.0,107.0
6903,FunkyWah**,67.0,19.0,27.0,92.0,105.0,107.0
6903,MS*Echo***,27.0,73.0,98.0,30.0,54.0,64.0
6903,MultiMod**,27.0,92.0,10.0,44.0,7.0,107.0
6903,ShuffleAT*,27.0,3.0,113.0,60.0,107.0,107.0
6903,DriveA-Wah,27.0,33.0,114.0,63.0,107.0,107.0
6903,Taste-AC**,27.0,25.0,85.0,43.0,66.0,60.0
6903,GoodFuzz**,78.0,98.0,63.0,27.0,107.0,107.0
6903,Jazz******,25.0,41.0,92.0,53.0,107.0,107.0
6903,Fripper***,79.0,27.0,96.0,57.0,60.0,107.0
6903,Horn******,27.0,102.0,31.0,66.0,64.0,107.0
6903,Clean*FLNG,28.0,23.0,46.0,92.0,63.0,107.0
6903,DST&VIBRO*,28.0,68.0,75.0,104.0,60.0,107.0
6903,Fast*Filt*,27.0,23.0,0.0,92.0,5.0,62.0
6903,CRY&BLUES*,68.0,24.0,109.0,66.0,107.0,107.0
6903,BoostCity*,67.0,71.0,108.0,27.0,62.0,107.0
6903,Heaven****,26.0,12.0,92.0,44.0,7.0,60.0
6903,StereoFunk,23.0,33.0,30.0,66.0,107.0,107.0
6903,Tele*ClnRW,23.0,30.0,44.0,107.0,107.0,107.0
6903,410BlsSolo,94.0,23.0,65.0,59.0,107.0,107.0
6903,Str*Cln*LD,23.0,31.0,43.0,18.0,107.0,107.0
6903,Trem*Clean,23.0,30.0,38.0,60.0,107.0,107.0
6903,Elec*Rhyth,24.0,95.0,65.0,107.0,107.0,107.0
6903,Washed*Out,114.0,16.0,23.0,107.0,107.0,107.0
6903,BigFatFlng,24.0,21.0,109.0,107.0,107.0,107.0
6903,Robo*Funk*,25.0,13.0,31.0,107.0,107.0,107.0
6903,Fool*Frnds,23.0,30.0,85.0,60.0,107.0,107.0
6903,MatchVibe*,72.0,103.0,1.0,56.0,66.0,107.0
6903,Revolving*,73.0,113.0,55.0,61.0,107.0,107.0
6903,ValleyRock,47.0,73.0,99.0,53.0,60.0,107.0
6903,IndieDrive,67.0,71.0,97.0,53.0,4.0,107.0
6903,MetallicCh,27.0,67.0,100.0,17.0,107.0,107.0
6903,Progressng,70.0,72.0,95.0,4.0,53.0,107.0
6903,Enfermo***,28.0,71.0,110.0,64.0,107.0,107.0
6903,7*mirrors*,24.0,26.0,92.0,44.0,7.0,58.0
6903,HolyShift*,110.0,52.0,5.0,60.0,107.0,107.0
6903,Honeydrip*,25.0,73.0,54.0,107.0,107.0,107.0
6903,It's*Alive,11.0,74.0,54.0,34.0,107.0,107.0
6903,Tropicana*,30.0,74.0,97.0,27.0,63.0,107.0
6903,Thrash*Em*,73.0,98.0,27.0,61.0,107.0,107.0
6903,Zipper****,79.0,111.0,27.0,66.0,107.0,107.0
6903,Solottery*,25.0,71.0,56.0,95.0,107.0,107.0
6903,Creeper***,17.0,26.0,89.0,105.0,107.0,107.0
6903,Heavy*D***,88.0,100.0,27.0,107.0,107.0,107.0
6903,Classic***,81.0,92.0,63.0,107.0,107.0,107.0
6903,Wood******,74.0,36.0,25.0,27.0,111.0,107.0
6903,XtremeWah*,33.0,84.0,5.0,25.0,28.0,107.0
6903,HeavyMedal,80.0,30.0,28.0,107.0,107.0,107.0
6903,MetaSynCor,80.0,30.0,11.0,41.0,53.0,28.0
6903,StackedUp*,96.0,53.0,64.0,46.0,24.0,28.0
6903,AngelFaze*,85.0,21.0,5.0,64.0,107.0,107.0
6903,MrGovenor*,74.0,31.0,53.0,60.0,28.0,107.0
6903,PitchedOut,87.0,31.0,49.0,52.0,49.0,28.0
6903,Open*Wah!*,36.0,24.0,30.0,18.0,107.0,107.0
6903,CrunchCore,77.0,30.0,44.0,28.0,107.0,107.0
6903,DreamScape,0.0,6.0,24.0,107.0,107.0,107.0
